first_line,text,len,note,text_raw,len_raw
"  As far from pity as complaint,","  As far from pity as complaint,
  
  As cool to speech as stone,
  
  As numb to revelation
  
  As if my trade were bone.
  

  As far from time as history,
  
  As near yourself to-day
  
  As children to the rainbow's scarf,
  
  Or sunset's yellow play
  

  To eyelids in the sepulchre.
  
  How still the dancer lies,
  
  While color's revelations break,
  
  And blaze the butterflies!",394,,as far from pity as complaint as cool to speech as stone as numb to revelation as if my trade were bone as far from time as history as near yourself today as children to the rainbows scarf or sunsets yellow play to eyelids in the sepulchre how still the dancer lies while colors revelations break and blaze the butterflies,322
"  'T is whiter than an Indian pipe,","  'T is whiter than an Indian pipe,
  
  'T is dimmer than a lace;
  
  No stature has it, like a fog,
  
  When you approach the place.
  

  Not any voice denotes it here,
  
  Or intimates it there;
  
  A spirit, how doth it accost?
  
  What customs hath the air?
  

  This limitless hyperbole
  
  Each one of us shall be;
  
  'T is drama, if (hypothesis)
  
  It be not tragedy!",387,,t is whiter than an indian pipe t is dimmer than a lace no stature has it like a fog when you approach the place not any voice denotes it here or intimates it there a spirit how doth it accost what customs hath the air this limitless hyperbole each one of us shall be t is drama if hypothesis it be not tragedy,310
"  She laid her docile crescent down,","  She laid her docile crescent down,
  
  And this mechanic stone
  
  Still states, to dates that have forgot,
  
  The news that she is gone.
  

  So constant to its stolid trust,
  
  The shaft that never knew,
  
  It shames the constancy that fled
  
  Before its emblem flew.",282,,she laid her docile crescent down and this mechanic stone still states to dates that have forgot the news that she is gone so constant to its stolid trust the shaft that never knew it shames the constancy that fled before its emblem flew,237
"  Bless God, he went as soldiers,","  Bless God, he went as soldiers,
  
  His musket on his breast;
  
  Grant, God, he charge the bravest
  
  Of all the martial blest.
  

  Please God, might I behold him
  
  In epauletted white,
  
  I should not fear the foe then,
  
  I should not fear the fight.",268,,bless god he went as soldiers his musket on his breast grant god he charge the bravest of all the martial blest please god might i behold him in epauletted white i should not fear the foe then i should not fear the fight,220
  Immortal is an ample word,"  Immortal is an ample word
  
  When what we need is by,
  
  But when it leaves us for a time,
  
  'T is a necessity.
  

  Of heaven above the firmest proof
  
  We fundamental know,
  
  Except for its marauding hand,
  
  It had been heaven below.",253,,immortal is an ample word when what we need is by but when it leaves us for a time t is a necessity of heaven above the firmest proof we fundamental know except for its marauding hand it had been heaven below,208
"  Where every bird is bold to go,","  Where every bird is bold to go,
  
  And bees abashless play,
  
  The foreigner before he knocks
  
  Must thrust the tears away.",132,,where every bird is bold to go and bees abashless play the foreigner before he knocks must thrust the tears away,112
"  The grave my little cottage is,","  The grave my little cottage is,
  
  Where, keeping house for thee,
  
  I make my parlor orderly,
  
  And lay the marble tea,
  

  For two divided, briefly,
  
  A cycle, it may be,
  
  Till everlasting life unite
  
  In strong society.",243,,the grave my little cottage is where keeping house for thee i make my parlor orderly and lay the marble tea for two divided briefly a cycle it may be till everlasting life unite in strong society,195
"  This was in the white of the year,","  This was in the white of the year,
  
  That was in the green,
  
  Drifts were as difficult then to think
  
  As daisies now to be seen.
  

  Looking back is best that is left,
  
  Or if it be before,
  
  Retrospection is prospect's half,
  
  Sometimes almost more.",273,,this was in the white of the year that was in the green drifts were as difficult then to think as daisies now to be seen looking back is best that is left or if it be before retrospection is prospects half sometimes almost more,227
  Sweet hours have perished here;,"  Sweet hours have perished here;
  
  This is a mighty room;
  
  Within its precincts hopes have played, —
  
  Now shadows in the tomb.",138,,sweet hours have perished here this is a mighty room within its precincts hopes have played now shadows in the tomb,115
  Me! Come! My dazzled face,"  Me! Come! My dazzled face
  
  In such a shining place!
  

  Me! Hear! My foreign ear
  
  The sounds of welcome near!
  

  The saints shall meet
  
  Our bashful feet.
  

  My holiday shall be
  
  That they remember me;
  

  My paradise, the fame
  
  That they pronounce my name.",288,,me come my dazzled face in such a shining place me hear my foreign ear the sounds of welcome near the saints shall meet our bashful feet my holiday shall be that they remember me my paradise the fame that they pronounce my name,227
"  From us she wandered now a year,","  From us she wandered now a year,
  
  Her tarrying unknown;
  
  If wilderness prevent her feet,
  
  Or that ethereal zone
  

  No eye hath seen and lived,
  
  We ignorant must be.
  
  We only know what time of year
  
  We took the mystery.",247,,from us she wandered now a year her tarrying unknown if wilderness prevent her feet or that ethereal zone no eye hath seen and lived we ignorant must be we only know what time of year we took the mystery,203
"  I wish I knew that woman's name,","  I wish I knew that woman's name,
  
  So, when she comes this way,
  
  To hold my life, and hold my ears,
  
  For fear I hear her say
  

  She's 'sorry I am dead,' again,
  
  Just when the grave and I
  
  Have sobbed ourselves almost to sleep, —
  
  Our only lullaby.",275,,i wish i knew that womans name so when she comes this way to hold my life and hold my ears for fear i hear her say shes sorry i am dead again just when the grave and i have sobbed ourselves almost to sleep our only lullaby,222
"  Bereaved of all, I went abroad,","  Bereaved of all, I went abroad,
  
  No less bereaved to be
  
  Upon a new peninsula, —
  
  The grave preceded me,
  

  Obtained my lodgings ere myself,
  
  And when I sought my bed,
  
  The grave it was, reposed upon
  
  The pillow for my head.
  

  I waked, to find it first awake,
  
  I rose, — it followed me;
  
  I tried to drop it in the crowd,
  
  To lose it in the sea,
  

  In cups of artificial drowse
  
  To sleep its shape away, —
  
  The grave was finished, but the spade
  
  Remained in memory.",524,,bereaved of all i went abroad no less bereaved to be upon a new peninsula the grave preceded me obtained my lodgings ere myself and when i sought my bed the grave it was reposed upon the pillow for my head i waked to find it first awake i rose it followed me i tried to drop it in the crowd to lose it in the sea in cups of artificial drowse to sleep its shape away the grave was finished but the spade remained in memory,421
"  I felt a funeral in my brain,","  I felt a funeral in my brain,
  
  And mourners, to and fro,
  
  Kept treading, treading, till it seemed
  
  That sense was breaking through.
  

  And when they all were seated,
  
  A service like a drum
  
  Kept beating, beating, till I thought
  
  My mind was going numb.
  

  And then I heard them lift a box,
  
  And creak across my soul
  
  With those same boots of lead, again.
  
  Then space began to toll
  

  As all the heavens were a bell,
  
  And Being but an ear,
  
  And I and silence some strange race,
  
  Wrecked, solitary, here.",561,,i felt a funeral in my brain and mourners to and fro kept treading treading till it seemed that sense was breaking through and when they all were seated a service like a drum kept beating beating till i thought my mind was going numb and then i heard them lift a box and creak across my soul with those same boots of lead again then space began to toll as all the heavens were a bell and being but an ear and i and silence some strange race wrecked solitary here,462
